location_id,province,type,city,district,village,zip_code,description
2147,Sumatera Utara,Kabupaten,Langkat,Sei Binge (Bingai),Namu Ukur Selatan,20771,Sumatera Utara/Langkat/Sei Binge (Bingai)/Namu Ukur Selatan/20771
2148,Sumatera Utara,Kabupaten,Langkat,Sei Binge (Bingai),Namu Ukur Utara,20771,Sumatera Utara/Langkat/Sei Binge (Bingai)/Namu Ukur Utara/20771
2149,Sumatera Utara,Kabupaten,Langkat,Sei Binge (Bingai),Pasar IV Namu/Namo Terasi,20771,Sumatera Utara/Langkat/Sei Binge (Bingai)/Pasar IV Namu/Namo Terasi/20771
2150,Sumatera Utara,Kabupaten,Langkat,Sei Binge (Bingai),Pasar VI Kwala Mencirim,20771,Sumatera Utara/Langkat/Sei Binge (Bingai)/Pasar VI Kwala Mencirim/20771
2151,Sumatera Utara,Kabupaten,Langkat,Sei Binge (Bingai),Pasar VIII Namu Terasi,20771,Sumatera Utara/Langkat/Sei Binge (Bingai)/Pasar VIII Namu Terasi/20771
2152,Sumatera Utara,Kabupaten,Langkat,Sei Binge (Bingai),Pekan Sawah,20771,Sumatera Utara/Langkat/Sei Binge (Bingai)/Pekan Sawah/20771
2153,Sumatera Utara,Kabupaten,Langkat,Sei Binge (Bingai),Purwobinangun,20771,Sumatera Utara/Langkat/Sei Binge (Bingai)/Purwobinangun/20771
2154,Sumatera Utara,Kabupaten,Langkat,Sei Binge (Bingai),Rumah Galuh,20771,Sumatera Utara/Langkat/Sei Binge (Bingai)/Rumah Galuh/20771
2155,Sumatera Utara,Kabupaten,Langkat,Sei Binge (Bingai),Simpang Kuta Buluh,20771,Sumatera Utara/Langkat/Sei Binge (Bingai)/Simpang Kuta Buluh/20771
2156,Sumatera Utara,Kabupaten,Langkat,Sei Binge (Bingai),Tanjung Gunung,20771,Sumatera Utara/Langkat/Sei Binge (Bingai)/Tanjung Gunung/20771
2157,Sumatera Utara,Kabupaten,Langkat,Sei Binge (Bingai),Telaga,20771,Sumatera Utara/Langkat/Sei Binge (Bingai)/Telaga/20771
2158,Sumatera Utara,Kabupaten,Langkat,Kuala,Balai Kasih,20772,Sumatera Utara/Langkat/Kuala/Balai Kasih/20772
2159,Sumatera Utara,Kabupaten,Langkat,Kuala,Bekiung,20772,Sumatera Utara/Langkat/Kuala/Bekiung/20772
2160,Sumatera Utara,Kabupaten,Langkat,Kuala,Bela Rakyat,20772,Sumatera Utara/Langkat/Kuala/Bela Rakyat/20772
2161,Sumatera Utara,Kabupaten,Langkat,Kuala,Beruam,20772,Sumatera Utara/Langkat/Kuala/Beruam/20772
2162,Sumatera Utara,Kabupaten,Langkat,Kuala,Besadi,20772,Sumatera Utara/Langkat/Kuala/Besadi/20772
2163,Sumatera Utara,Kabupaten,Langkat,Kuala,Blangkahan/Belangkahan,20772,Sumatera Utara/Langkat/Kuala/Blangkahan/Belangkahan/20772
2164,Sumatera Utara,Kabupaten,Langkat,Kuala,Dalan Naman (Dalam Daman),20772,Sumatera Utara/Langkat/Kuala/Dalan Naman (Dalam Daman)/20772
2165,Sumatera Utara,Kabupaten,Langkat,Kuala,Garunggang,20772,Sumatera Utara/Langkat/Kuala/Garunggang/20772
2166,Sumatera Utara,Kabupaten,Langkat,Kuala,Namo Mbelin,20772,Sumatera Utara/Langkat/Kuala/Namo Mbelin/20772
2167,Sumatera Utara,Kabupaten,Langkat,Kuala,Parit Bindu,20772,Sumatera Utara/Langkat/Kuala/Parit Bindu/20772
2168,Sumatera Utara,Kabupaten,Langkat,Kuala,Pekan Kuala,20772,Sumatera Utara/Langkat/Kuala/Pekan Kuala/20772
2169,Sumatera Utara,Kabupaten,Langkat,Kuala,Perkebunan Bekiun,20772,Sumatera Utara/Langkat/Kuala/Perkebunan Bekiun/20772
2170,Sumatera Utara,Kabupaten,Langkat,Kuala,Raja Tengah,20772,Sumatera Utara/Langkat/Kuala/Raja Tengah/20772
2171,Sumatera Utara,Kabupaten,Langkat,Kuala,Sei Penjara,20772,Sumatera Utara/Langkat/Kuala/Sei Penjara/20772
2172,Sumatera Utara,Kabupaten,Langkat,Kuala,Sido Makmur,20772,Sumatera Utara/Langkat/Kuala/Sido Makmur/20772
2173,Sumatera Utara,Kabupaten,Langkat,Kuala,Suka Damai,20772,Sumatera Utara/Langkat/Kuala/Suka Damai/20772
2174,Sumatera Utara,Kabupaten,Langkat,Sirapit (Serapit),Aman Damai/Dame,20772,Sumatera Utara/Langkat/Sirapit (Serapit)/Aman Damai/Dame/20772
2175,Sumatera Utara,Kabupaten,Langkat,Sirapit (Serapit),Suka Pulung,20772,Sumatera Utara/Langkat/Sirapit (Serapit)/Suka Pulung/20772
2176,Sumatera Utara,Kabupaten,Langkat,Sirapit (Serapit),Tanjung Keriahan/Keriahen,20772,Sumatera Utara/Langkat/Sirapit (Serapit)/Tanjung Keriahan/Keriahen/20772
2177,Sumatera Utara,Kabupaten,Langkat,Kutambaru,Kaperas,20773,Sumatera Utara/Langkat/Kutambaru/Kaperas/20773
2178,Sumatera Utara,Kabupaten,Langkat,Kutambaru,Kutagajah,20773,Sumatera Utara/Langkat/Kutambaru/Kutagajah/20773
2179,Sumatera Utara,Kabupaten,Langkat,Kutambaru,Kutambaru,20773,Sumatera Utara/Langkat/Kutambaru/Kutambaru/20773
2180,Sumatera Utara,Kabupaten,Langkat,Kutambaru,Namoteras,20773,Sumatera Utara/Langkat/Kutambaru/Namoteras/20773
2181,Sumatera Utara,Kabupaten,Langkat,Kutambaru,Perkebunan Marikie,20773,Sumatera Utara/Langkat/Kutambaru/Perkebunan Marikie/20773
2182,Sumatera Utara,Kabupaten,Langkat,Kutambaru,Perkebunan Namotongan,20773,Sumatera Utara/Langkat/Kutambaru/Perkebunan Namotongan/20773
2183,Sumatera Utara,Kabupaten,Langkat,Kutambaru,Rampah,20773,Sumatera Utara/Langkat/Kutambaru/Rampah/20773
2184,Sumatera Utara,Kabupaten,Langkat,Kutambaru,Sulkam,20773,Sumatera Utara/Langkat/Kutambaru/Sulkam/20773
2185,Sumatera Utara,Kabupaten,Langkat,Salapian,Adin Tengah,20773,Sumatera Utara/Langkat/Salapian/Adin Tengah/20773
2186,Sumatera Utara,Kabupaten,Langkat,Salapian,Lau Gugur,20773,Sumatera Utara/Langkat/Salapian/Lau Gugur/20773
2187,Sumatera Utara,Kabupaten,Langkat,Salapian,Lau Tepu,20773,Sumatera Utara/Langkat/Salapian/Lau Tepu/20773
2188,Sumatera Utara,Kabupaten,Langkat,Salapian,Minta Kasih,20773,Sumatera Utara/Langkat/Salapian/Minta Kasih/20773
2189,Sumatera Utara,Kabupaten,Langkat,Salapian,Naman Jahe,20773,Sumatera Utara/Langkat/Salapian/Naman Jahe/20773
2190,Sumatera Utara,Kabupaten,Langkat,Salapian,Pama/Pamah Tambunan,20773,Sumatera Utara/Langkat/Salapian/Pama/Pamah Tambunan/20773
2191,Sumatera Utara,Kabupaten,Langkat,Salapian,Panco Warno,20773,Sumatera Utara/Langkat/Salapian/Panco Warno/20773
2192,Sumatera Utara,Kabupaten,Langkat,Salapian,Pancur Ido,20773,Sumatera Utara/Langkat/Salapian/Pancur Ido/20773
2193,Sumatera Utara,Kabupaten,Langkat,Salapian,Parangguam,20773,Sumatera Utara/Langkat/Salapian/Parangguam/20773
2194,Sumatera Utara,Kabupaten,Langkat,Salapian,Perkebunan Bandar Telu,20773,Sumatera Utara/Langkat/Salapian/Perkebunan Bandar Telu/20773
2195,Sumatera Utara,Kabupaten,Langkat,Salapian,Perkebunan Gelugur Langkat,20773,Sumatera Utara/Langkat/Salapian/Perkebunan Gelugur Langkat/20773
