location_id,province,type,city,district,village,zip_code,description
3299,Sumatera Utara,Kabupaten,Asahan,Bandar Pulau,Bandar Pulau Pekan,21274,Sumatera Utara/Asahan/Bandar Pulau/Bandar Pulau Pekan/21274
3300,Sumatera Utara,Kabupaten,Asahan,Bandar Pulau,Buntu Maraja,21274,Sumatera Utara/Asahan/Bandar Pulau/Buntu Maraja/21274
3301,Sumatera Utara,Kabupaten,Asahan,Bandar Pulau,Gajah Sakti,21274,Sumatera Utara/Asahan/Bandar Pulau/Gajah Sakti/21274
3302,Sumatera Utara,Kabupaten,Asahan,Bandar Pulau,Gonting Malaha,21274,Sumatera Utara/Asahan/Bandar Pulau/Gonting Malaha/21274
3303,Sumatera Utara,Kabupaten,Asahan,Bandar Pulau,Gunung Berkat,21274,Sumatera Utara/Asahan/Bandar Pulau/Gunung Berkat/21274
3304,Sumatera Utara,Kabupaten,Asahan,Bandar Pulau,Huta Rao,21274,Sumatera Utara/Asahan/Bandar Pulau/Huta Rao/21274
3305,Sumatera Utara,Kabupaten,Asahan,Bandar Pulau,Padang Pulau,21274,Sumatera Utara/Asahan/Bandar Pulau/Padang Pulau/21274
3306,Sumatera Utara,Kabupaten,Asahan,Bandar Pulau,Perkebunan Aek Tarum,21274,Sumatera Utara/Asahan/Bandar Pulau/Perkebunan Aek Tarum/21274
3307,Sumatera Utara,Kabupaten,Asahan,Bandar Pulau,Perkebunan Padang Pulau,21274,Sumatera Utara/Asahan/Bandar Pulau/Perkebunan Padang Pulau/21274
3308,Sumatera Utara,Kabupaten,Asahan,Rahuning,Batu Anam,21274,Sumatera Utara/Asahan/Rahuning/Batu Anam/21274
3309,Sumatera Utara,Kabupaten,Asahan,Rahuning,Gunung Melayu,21274,Sumatera Utara/Asahan/Rahuning/Gunung Melayu/21274
3310,Sumatera Utara,Kabupaten,Asahan,Rahuning,Perkebunan Aek Nagaga,21274,Sumatera Utara/Asahan/Rahuning/Perkebunan Aek Nagaga/21274
3311,Sumatera Utara,Kabupaten,Asahan,Rahuning,Perkebunan Gunung Melayu,21274,Sumatera Utara/Asahan/Rahuning/Perkebunan Gunung Melayu/21274
3312,Sumatera Utara,Kabupaten,Asahan,Rahuning,Rahuning,21274,Sumatera Utara/Asahan/Rahuning/Rahuning/21274
3313,Sumatera Utara,Kabupaten,Asahan,Rahuning,Rahuning I,21274,Sumatera Utara/Asahan/Rahuning/Rahuning I/21274
3314,Sumatera Utara,Kabupaten,Asahan,Rahuning,Rahuning II,21274,Sumatera Utara/Asahan/Rahuning/Rahuning II/21274
3315,Sumatera Utara,Kotamadya,Tanjung Balai,Tanjung Balai Selatan,Tanjungbalai Kota I,21311,Sumatera Utara/Tanjung Balai/Tanjung Balai Selatan/Tanjungbalai Kota I/21311
3316,Sumatera Utara,Kotamadya,Tanjung Balai,Tanjung Balai Selatan,Tanjungbalai Kota II,21312,Sumatera Utara/Tanjung Balai/Tanjung Balai Selatan/Tanjungbalai Kota II/21312
3317,Sumatera Utara,Kotamadya,Tanjung Balai,Tanjung Balai Selatan,Perwira,21313,Sumatera Utara/Tanjung Balai/Tanjung Balai Selatan/Perwira/21313
3318,Sumatera Utara,Kotamadya,Tanjung Balai,Tanjung Balai Selatan,Karya,21314,Sumatera Utara/Tanjung Balai/Tanjung Balai Selatan/Karya/21314
3319,Sumatera Utara,Kotamadya,Tanjung Balai,Tanjung Balai Selatan,Indra Sakti,21315,Sumatera Utara/Tanjung Balai/Tanjung Balai Selatan/Indra Sakti/21315
3320,Sumatera Utara,Kotamadya,Tanjung Balai,Tanjung Balai Selatan,Pantai Burung,21316,Sumatera Utara/Tanjung Balai/Tanjung Balai Selatan/Pantai Burung/21316
3321,Sumatera Utara,Kotamadya,Tanjung Balai,Tanjung Balai Utara,Tanjungbalai Kota III,21321,Sumatera Utara/Tanjung Balai/Tanjung Balai Utara/Tanjungbalai Kota III/21321
3322,Sumatera Utara,Kotamadya,Tanjung Balai,Tanjung Balai Utara,Tanjungbalai Kota IV,21322,Sumatera Utara/Tanjung Balai/Tanjung Balai Utara/Tanjungbalai Kota IV/21322
3323,Sumatera Utara,Kotamadya,Tanjung Balai,Tanjung Balai Utara,Sejahtera,21323,Sumatera Utara/Tanjung Balai/Tanjung Balai Utara/Sejahtera/21323
3324,Sumatera Utara,Kotamadya,Tanjung Balai,Tanjung Balai Utara,Kuala Silau Bestari,21324,Sumatera Utara/Tanjung Balai/Tanjung Balai Utara/Kuala Silau Bestari/21324
3325,Sumatera Utara,Kotamadya,Tanjung Balai,Tanjung Balai Utara,Matahalasan,21325,Sumatera Utara/Tanjung Balai/Tanjung Balai Utara/Matahalasan/21325
3326,Sumatera Utara,Kotamadya,Tanjung Balai,Teluk Nibung,Kapias Pulau Buaya,21331,Sumatera Utara/Tanjung Balai/Teluk Nibung/Kapias Pulau Buaya/21331
3327,Sumatera Utara,Kotamadya,Tanjung Balai,Teluk Nibung,Perjuangan,21332,Sumatera Utara/Tanjung Balai/Teluk Nibung/Perjuangan/21332
3328,Sumatera Utara,Kotamadya,Tanjung Balai,Teluk Nibung,Pematang Pasir,21333,Sumatera Utara/Tanjung Balai/Teluk Nibung/Pematang Pasir/21333
3329,Sumatera Utara,Kotamadya,Tanjung Balai,Teluk Nibung,Sei Merbau,21334,Sumatera Utara/Tanjung Balai/Teluk Nibung/Sei Merbau/21334
3330,Sumatera Utara,Kotamadya,Tanjung Balai,Teluk Nibung,Beting Kwala/Kuala Kapias,21335,Sumatera Utara/Tanjung Balai/Teluk Nibung/Beting Kwala/Kuala Kapias/21335
3331,Sumatera Utara,Kotamadya,Tanjung Balai,Sei Tualang Raso,Pasar Baru,21341,Sumatera Utara/Tanjung Balai/Sei Tualang Raso/Pasar Baru/21341
3332,Sumatera Utara,Kotamadya,Tanjung Balai,Sei Tualang Raso,Muara Sentosa,21342,Sumatera Utara/Tanjung Balai/Sei Tualang Raso/Muara Sentosa/21342
3333,Sumatera Utara,Kotamadya,Tanjung Balai,Sei Tualang Raso,Sumber Sari,21343,Sumatera Utara/Tanjung Balai/Sei Tualang Raso/Sumber Sari/21343
3334,Sumatera Utara,Kotamadya,Tanjung Balai,Sei Tualang Raso,Keramat Kubah,21344,Sumatera Utara/Tanjung Balai/Sei Tualang Raso/Keramat Kubah/21344
3335,Sumatera Utara,Kotamadya,Tanjung Balai,Sei Tualang Raso,Sei Raja,21345,Sumatera Utara/Tanjung Balai/Sei Tualang Raso/Sei Raja/21345
3336,Sumatera Utara,Kabupaten,Asahan,Tanjung Balai,Asahan Mati,21352,Sumatera Utara/Asahan/Tanjung Balai/Asahan Mati/21352
3337,Sumatera Utara,Kabupaten,Asahan,Tanjung Balai,Bagan Asahan,21352,Sumatera Utara/Asahan/Tanjung Balai/Bagan Asahan/21352
3338,Sumatera Utara,Kabupaten,Asahan,Tanjung Balai,Bagan Asahan Baru,21352,Sumatera Utara/Asahan/Tanjung Balai/Bagan Asahan Baru/21352
3339,Sumatera Utara,Kabupaten,Asahan,Tanjung Balai,Bagan Asahan Pekan,21352,Sumatera Utara/Asahan/Tanjung Balai/Bagan Asahan Pekan/21352
3340,Sumatera Utara,Kabupaten,Asahan,Tanjung Balai,Kapias Batu VIII,21352,Sumatera Utara/Asahan/Tanjung Balai/Kapias Batu VIII/21352
3341,Sumatera Utara,Kabupaten,Asahan,Tanjung Balai,Pematang Sungai/Sei Baru,21352,Sumatera Utara/Asahan/Tanjung Balai/Pematang Sungai/Sei Baru/21352
3342,Sumatera Utara,Kabupaten,Asahan,Tanjung Balai,Sei/Sungai Apung,21352,Sumatera Utara/Asahan/Tanjung Balai/Sei/Sungai Apung/21352
3343,Sumatera Utara,Kabupaten,Asahan,Tanjung Balai,Sei/Sungai Apung Jaya,21352,Sumatera Utara/Asahan/Tanjung Balai/Sei/Sungai Apung Jaya/21352
3344,Sumatera Utara,Kotamadya,Tanjung Balai,Datuk Bandar,Sijambi,21361,Sumatera Utara/Tanjung Balai/Datuk Bandar/Sijambi/21361
3345,Sumatera Utara,Kotamadya,Tanjung Balai,Datuk Bandar,Gading,21362,Sumatera Utara/Tanjung Balai/Datuk Bandar/Gading/21362
3346,Sumatera Utara,Kotamadya,Tanjung Balai,Datuk Bandar Timur,Selat Lancang,21364,Sumatera Utara/Tanjung Balai/Datuk Bandar Timur/Selat Lancang/21364
3347,Sumatera Utara,Kotamadya,Tanjung Balai,Datuk Bandar Timur,Selat Tanjung Medan,21364,Sumatera Utara/Tanjung Balai/Datuk Bandar Timur/Selat Tanjung Medan/21364
3348,Sumatera Utara,Kotamadya,Tanjung Balai,Datuk Bandar Timur,Semula Jadi,21365,Sumatera Utara/Tanjung Balai/Datuk Bandar Timur/Semula Jadi/21365
3349,Sumatera Utara,Kotamadya,Tanjung Balai,Datuk Bandar Timur,Pulau Simardan,21366,Sumatera Utara/Tanjung Balai/Datuk Bandar Timur/Pulau Simardan/21366
3350,Sumatera Utara,Kotamadya,Tanjung Balai,Datuk Bandar Timur,Bunga Tanjung,21367,Sumatera Utara/Tanjung Balai/Datuk Bandar Timur/Bunga Tanjung/21367
3351,Sumatera Utara,Kotamadya,Tanjung Balai,Datuk Bandar,Pantai Johor,21368,Sumatera Utara/Tanjung Balai/Datuk Bandar/Pantai Johor/21368
3352,Sumatera Utara,Kotamadya,Tanjung Balai,Datuk Bandar,Sirantau,21368,Sumatera Utara/Tanjung Balai/Datuk Bandar/Sirantau/21368
3353,Sumatera Utara,Kotamadya,Tanjung Balai,Datuk Bandar,Pahang,21369,Sumatera Utara/Tanjung Balai/Datuk Bandar/Pahang/21369
3354,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang,Bangun Baru,21381,Sumatera Utara/Asahan/Sei Kepayang/Bangun Baru/21381
3355,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang,Perbangunan,21381,Sumatera Utara/Asahan/Sei Kepayang/Perbangunan/21381
3356,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang,Pertahanan,21381,Sumatera Utara/Asahan/Sei Kepayang/Pertahanan/21381
3357,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang,Sei Kepayang Kanan,21381,Sumatera Utara/Asahan/Sei Kepayang/Sei Kepayang Kanan/21381
3358,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang,Sei Kepayang Tengah,21381,Sumatera Utara/Asahan/Sei Kepayang/Sei Kepayang Tengah/21381
3359,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang,Sei Paham,21381,Sumatera Utara/Asahan/Sei Kepayang/Sei Paham/21381
3360,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang Barat,Sei Jawi-Jawi,21381,Sumatera Utara/Asahan/Sei Kepayang Barat/Sei Jawi-Jawi/21381
3361,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang Barat,Sei Kepayang Kiri,21381,Sumatera Utara/Asahan/Sei Kepayang Barat/Sei Kepayang Kiri/21381
3362,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang Barat,Sei Lendir,21381,Sumatera Utara/Asahan/Sei Kepayang Barat/Sei Lendir/21381
3363,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang Barat,Sei Nangka,21381,Sumatera Utara/Asahan/Sei Kepayang Barat/Sei Nangka/21381
3364,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang Barat,Sei Serindan,21381,Sumatera Utara/Asahan/Sei Kepayang Barat/Sei Serindan/21381
3365,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang Barat,Sei Tualang Pandau,21381,Sumatera Utara/Asahan/Sei Kepayang Barat/Sei Tualang Pandau/21381
3366,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang Timur,Sarang Helang,21381,Sumatera Utara/Asahan/Sei Kepayang Timur/Sarang Helang/21381
3367,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang Timur,Sei Lunang,21381,Sumatera Utara/Asahan/Sei Kepayang Timur/Sei Lunang/21381
3368,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang Timur,Sei Pasir,21381,Sumatera Utara/Asahan/Sei Kepayang Timur/Sei Pasir/21381
3369,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang Timur,Sei Sembilang,21381,Sumatera Utara/Asahan/Sei Kepayang Timur/Sei Sembilang/21381
3370,Sumatera Utara,Kabupaten,Asahan,Sei Kepayang Timur,Sei Tempurung,21381,Sumatera Utara/Asahan/Sei Kepayang Timur/Sei Tempurung/21381
3371,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Barat,Bandar Kumbul,21411,Sumatera Utara/Labuhan Batu/Bilah Barat/Bandar Kumbul/21411
3372,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Barat,Janji,21411,Sumatera Utara/Labuhan Batu/Bilah Barat/Janji/21411
3373,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Barat,Perkebunan Aek Buru Selatan,21411,Sumatera Utara/Labuhan Batu/Bilah Barat/Perkebunan Aek Buru Selatan/21411
3374,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Barat,Perkebunan Afdeling I Rantau Prapat,21411,Sumatera Utara/Labuhan Batu/Bilah Barat/Perkebunan Afdeling I Rantau Prapat/21411
3375,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Barat,Perkebunan Afdeling II Rantau Prapat,21411,Sumatera Utara/Labuhan Batu/Bilah Barat/Perkebunan Afdeling II Rantau Prapat/21411
3376,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Barat,Sibargot,21411,Sumatera Utara/Labuhan Batu/Bilah Barat/Sibargot/21411
3377,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Barat,Tanjung Medan,21411,Sumatera Utara/Labuhan Batu/Bilah Barat/Tanjung Medan/21411
3378,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Barat,Tebing Linggahara,21411,Sumatera Utara/Labuhan Batu/Bilah Barat/Tebing Linggahara/21411
3379,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Barat,Tebing Linggahara Baru,21411,Sumatera Utara/Labuhan Batu/Bilah Barat/Tebing Linggahara Baru/21411
3380,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Utara,Padang Matingi,21411,Sumatera Utara/Labuhan Batu/Rantau Utara/Padang Matingi/21411
3381,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Utara,Rantauprapat,21412,Sumatera Utara/Labuhan Batu/Rantau Utara/Rantauprapat/21412
3382,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Utara,Siringo-Ringo,21413,Sumatera Utara/Labuhan Batu/Rantau Utara/Siringo-Ringo/21413
3383,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Utara,Padang Bulan,21414,Sumatera Utara/Labuhan Batu/Rantau Utara/Padang Bulan/21414
3384,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Utara,Sirandorung,21414,Sumatera Utara/Labuhan Batu/Rantau Utara/Sirandorung/21414
3385,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Barat,Kampung Baru,21415,Sumatera Utara/Labuhan Batu/Bilah Barat/Kampung Baru/21415
3386,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Utara,Bina Raga (Rinaraga),21416,Sumatera Utara/Labuhan Batu/Rantau Utara/Bina Raga (Rinaraga)/21416
3387,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Utara,Cendana,21417,Sumatera Utara/Labuhan Batu/Rantau Utara/Cendana/21417
3388,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Utara,Kartini,21418,Sumatera Utara/Labuhan Batu/Rantau Utara/Kartini/21418
3389,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Utara,Aek Paing,21419,Sumatera Utara/Labuhan Batu/Rantau Utara/Aek Paing/21419
3390,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Utara,Pulo Padang,21419,Sumatera Utara/Labuhan Batu/Rantau Utara/Pulo Padang/21419
3391,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Selatan,Bakaran Batu,21421,Sumatera Utara/Labuhan Batu/Rantau Selatan/Bakaran Batu/21421
3392,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Selatan,Ujung Bandar,21422,Sumatera Utara/Labuhan Batu/Rantau Selatan/Ujung Bandar/21422
3393,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Selatan,Lobu Sona,21423,Sumatera Utara/Labuhan Batu/Rantau Selatan/Lobu Sona/21423
3394,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Selatan,Sidorejo,21424,Sumatera Utara/Labuhan Batu/Rantau Selatan/Sidorejo/21424
3395,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Selatan,Sigambal,21425,Sumatera Utara/Labuhan Batu/Rantau Selatan/Sigambal/21425
3396,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Selatan,Perdamean,21426,Sumatera Utara/Labuhan Batu/Rantau Selatan/Perdamean/21426
3397,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Selatan,Danobale,21427,Sumatera Utara/Labuhan Batu/Rantau Selatan/Danobale/21427
3398,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Selatan,Sioldengan,21428,Sumatera Utara/Labuhan Batu/Rantau Selatan/Sioldengan/21428
3399,Sumatera Utara,Kabupaten,Labuhan Batu,Rantau Selatan,Urung Kompas,21429,Sumatera Utara/Labuhan Batu/Rantau Selatan/Urung Kompas/21429
3400,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,Bandar Tinggi,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/Bandar Tinggi/21451
3401,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,Emplasmen Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/Emplasmen Aek Nabara/21451
3402,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,Gunung Selamat,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/Gunung Selamat/21451
3403,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,Kampung Dalam,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/Kampung Dalam/21451
3404,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,Lingga Tiga,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/Lingga Tiga/21451
3405,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,Meranti,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/Meranti/21451
3406,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,N 1/Satu Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/N 1/Satu Aek Nabara/21451
3407,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,N 2/Dua Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/N 2/Dua Aek Nabara/21451
3408,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,N 3/Tiga Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/N 3/Tiga Aek Nabara/21451
3409,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,N 4/Empat Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/N 4/Empat Aek Nabara/21451
3410,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,N 5/Lima Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/N 5/Lima Aek Nabara/21451
3411,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,N 6/Enam Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/N 6/Enam Aek Nabara/21451
3412,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,N 7/Tujuh Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/N 7/Tujuh Aek Nabara/21451
3413,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,N 8/Delapan Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/N 8/Delapan Aek Nabara/21451
3414,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,Pematang Slang (Seleng),21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/Pematang Slang (Seleng)/21451
3415,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,Perbaungan,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/Perbaungan/21451
3416,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,Pondok Batu,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/Pondok Batu/21451
3417,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,S 1/Satu Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/S 1/Satu Aek Nabara/21451
3418,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,S 2/Dua Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/S 2/Dua Aek Nabara/21451
3419,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,S 3/Tiga Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/S 3/Tiga Aek Nabara/21451
3420,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,S 4/Empat Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/S 4/Empat Aek Nabara/21451
3421,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,S 5/Lima Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/S 5/Lima Aek Nabara/21451
3422,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,S 6/Enam Aek Nabara,21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/S 6/Enam Aek Nabara/21451
3423,Sumatera Utara,Kabupaten,Labuhan Batu,Bilah Hulu,Tanjung Tiram (Siram),21451,Sumatera Utara/Labuhan Batu/Bilah Hulu/Tanjung Tiram (Siram)/21451
3424,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Aek Hitetoras,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Aek Hitetoras/21452
3425,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Aek Tapa,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Aek Tapa/21452
3426,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Babussalam,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Babussalam/21452
3427,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Belongkut,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Belongkut/21452
3428,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Bulung Gihit (Bulungihit),21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Bulung Gihit (Bulungihit)/21452
3429,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Lobu Rampah,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Lobu Rampah/21452
3430,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Marbau,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Marbau/21452
3431,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Marbau Selatan,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Marbau Selatan/21452
3432,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Perkebunan Brussel,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Perkebunan Brussel/21452
3433,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Perkebunan Marbau Selatan,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Perkebunan Marbau Selatan/21452
3434,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Perkebunan Milano,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Perkebunan Milano/21452
3435,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Perkebunan Pernantian,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Perkebunan Pernantian/21452
3436,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Pulo Bargot,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Pulo Bargot/21452
3437,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Simpang Empat,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Simpang Empat/21452
3438,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Sipare Pare Hilir,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Sipare Pare Hilir/21452
3439,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Sipare Pare Tengah,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Sipare Pare Tengah/21452
3440,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Sumber Mulyo,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Sumber Mulyo/21452
3441,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Marbau,Tubiran,21452,Sumatera Utara/Labuhan Batu Utara/Marbau/Tubiran/21452
3442,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Aek Kota Batu,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Aek Kota Batu/21454
3443,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Bangun Rejo,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Bangun Rejo/21454
3444,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Batu Tunggal,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Batu Tunggal/21454
3445,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Hatapang,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Hatapang/21454
3446,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Kampung Pajak,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Kampung Pajak/21454
3447,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Meranti Omas,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Meranti Omas/21454
3448,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Pasang Lela,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Pasang Lela/21454
3449,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Pematang,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Pematang/21454
3450,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Perkebunan Berangir,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Perkebunan Berangir/21454
3451,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Pulo Jantan,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Pulo Jantan/21454
3452,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Silumajang,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Silumajang/21454
3453,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Simpang Marbau,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Simpang Marbau/21454
3454,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Na IX-X,Sungai Raja,21454,Sumatera Utara/Labuhan Batu Utara/Na IX-X/Sungai Raja/21454
3455,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Aek Kuo,Aek Korsik,21455,Sumatera Utara/Labuhan Batu Utara/Aek Kuo/Aek Korsik/21455
3456,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Aek Kuo,Bandar Selamat,21455,Sumatera Utara/Labuhan Batu Utara/Aek Kuo/Bandar Selamat/21455
